Price,Area,rooms,type,City_District,Date
66000,1.0,3,secondary,"Tashkent, Uchtepinsky district","June 25, 2023"
65000,83.0,3,secondary,"Tashkent, Sergeli district","June 26, 2023"
82000,75.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
68000,17.0,3,secondary,"Tashkent, Yashnabad district","June 25, 2023"
140000,80.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
105000,70.0,3,secondary,"Tashkent, Yunusabad district","June 24, 2023"
138000,107.21,3,secondary,"Tashkent, Shaikhantahur district","June 26, 2023"
89900,72.0,3,secondary,"Tashkent, Shaikhantahur district","June 24, 2023"
190000,135.0,3,secondary,"Tashkent, Shaikhantahur district","June 25, 2023"
7200,69.0,3,secondary,"Tashkent, Almazar district","June 26, 2023"
83000,72.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
95000,70.0,3,secondary,"Tashkent, Almazar district","June 24, 2023"
88000,70.0,3,secondary,"Tashkent, Almazar district","June 26, 2023"
92000,72.0,3,secondary,"Tashkent, Shaikhantahur district","June 26, 2023"
68000,70.0,3,secondary,"Tashkent, Almazar district","June 25, 2023"
69000,71.0,3,secondary,"Tashkent, Almazar district","June 22, 2023"
89900,62.0,3,secondary,"Tashkent, Uchtepinsky district","June 25, 2023"
88000,82.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
60000,70.0,3,secondary,"Tashkent, Shaikhantahur district","June 26, 2023"
81500,78.0,3,secondary,"Tashkent, Yunusabad district","June 25, 2023"
71000,65.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
83000,87.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
63000,58.0,3,secondary,"Tashkent, Yunusabad district","June 25, 2023"
120000,75.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
79000,78.42,3,secondary,"Tashkent, Mirabad district","June 25, 2023"
73500,66.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
120000,78.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
73000,76.0,3,secondary,"Tashkent, Shaikhantahur district","June 24, 2023"
105000,70.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
50000,60.0,3,secondary,"Tashkent, Yunusabad district","June 24, 2023"
67000,82.0,3,secondary,"Tashkent, Bektemir district","June 26, 2023"
64000,65.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
85000,104.0,3,secondary,"Tashkent, Chilanzar district","June 25, 2023"
67000,71.0,3,secondary,"Tashkent, Chilanzar district","June 24, 2023"
88000,70.0,3,secondary,"Tashkent, Sergeli district","June 14, 2023"
70000,62.0,3,secondary,"Tashkent, Chilanzar district","June 25, 2023"
75000,72.0,3,secondary,"Tashkent, Yunusabad district","June 25, 2023"
70500,89.0,3,secondary,"Tashkent, Sergeli district","June 25, 2023"
105000,72.0,3,secondary,"Tashkent, Almazar district","June 26, 2023"
110000,72.0,3,secondary,"Tashkent, Yunusabad district","June 25, 2023"
69999,86.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
65500,70.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
123000,90.0,3,secondary,"Tashkent, Almazar district","June 25, 2023"
105000,72.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
60000,58.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
69000,70.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
57000,75.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
55000,72.0,3,secondary,"Tashkent, Yashnabad district","June 26, 2023"
67000,65.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
125000,85.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
115000,75.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
83000,72.0,3,secondary,"Tashkent, Shaikhantahur district","June 26, 2023"
105000,67.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
75000,67.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
105000,80.0,3,secondary,"Tashkent, Yashnabad district","June 26, 2023"
91000,75.0,3,secondary,"Tashkent, Almazar district","June 26, 2023"
85000,72.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
110000,110.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
63000,65.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
71000,78.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
64000,80.0,3,secondary,"Tashkent, Yashnabad district","June 26, 2023"
116000,85.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
61000,70.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
94500,72.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
62500,65.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
87000,70.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
87000,90.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
94000,70.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
72500,65.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
66500,72.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
92000,70.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
59500,65.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
94000,67.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
61500,78.0,3,secondary,"Tashkent, Yashnabad district","June 26, 2023"
80000,65.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
72000,71.0,3,secondary,"Tashkent, Almazar district","June 26, 2023"
73500,70.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
70500,65.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
68500,65.0,3,secondary,"Tashkent, Uchtepinsky district","June 26, 2023"
115000,70.0,3,secondary,"Tashkent, Almazar district","June 26, 2023"
73500,75.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
66500,70.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
71500,65.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
77000,65.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
61500,70.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
90000,91.5,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
73000,65.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
87000,74.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
88000,68.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
97000,82.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
66500,65.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
77000,70.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
65000,69.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
94000,65.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
96000,73.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
86000,70.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
83000,67.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
64000,78.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
56300,65.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
57000,58.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
85000,63.0,3,secondary,"Tashkent, Uchtepinsky district","June 26, 2023"
68000,90.0,3,secondary,"Tashkent, Sergeli district","June 26, 2023"
107000,75.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
62000,65.0,3,secondary,"Tashkent, Yashnabad district","June 26, 2023"
76500,65.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
57000,70.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
64000,70.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
61500,65.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
65600,64.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
62000,70.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
85599,92.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
125000,80.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
75000,70.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
69000,61.0,3,secondary,"Tashkent, Yashnabad district","June 26, 2023"
128000,80.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
115000,80.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
95000,72.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
125000,92.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
95000,70.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
72500,70.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
95000,75.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
94000,68.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
87000,73.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
76000,63.0,3,secondary,"Tashkent, Chilanzar district","June 25, 2023"
50000,60.0,3,secondary,"Tashkent, Sergeli district","June 26, 2023"
118000,73.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
90000,73.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
100000,70.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
93000,68.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
102000,80.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
83000,65.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
74000,78.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
120000,93.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
80000,63.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
125000,70.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
110000,95.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
67000,70.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
111000,68.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
110000,150.0,3,secondary,"Tashkent, Bektemir district","June 26, 2023"
78000,70.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
103000,83.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
82000,76.0,3,secondary,"Tashkent, Shaikhantahur district","June 26, 2023"
65000,80.0,3,secondary,"Tashkent, Yashnabad district","June 26, 2023"
60000,704.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
111000,75.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
97000,70.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
61999,55.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
66500,81.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
155000,174.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
130000,75.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
130000,70.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
90000,78.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
87000,85.0,3,secondary,"Tashkent, Uchtepinsky district","June 26, 2023"
63000,68.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
80000,65.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
81500,78.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
84000,70.0,3,secondary,"Tashkent, Shaikhantahur district","June 26, 2023"
80000,72.0,3,secondary,"Tashkent, Shaikhantahur district","June 26, 2023"
70000,67.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
80000,80.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
59000,70.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
55000,98.0,3,secondary,"Tashkent, Bektemir district","June 26, 2023"
91500,68.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
87000,84.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
64999,62.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
136000,107.0,3,secondary,"Tashkent, Shaikhantahur district","June 26, 2023"
72000,70.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
70000,83.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
67500,62.0,3,secondary,"Tashkent, Yashnabad district","June 26, 2023"
130000,75.0,3,secondary,"Tashkent, Shaikhantahur district","June 26, 2023"
70000,56.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
71000,70.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
53500,66.0,3,secondary,"Tashkent, Sergeli district","June 26, 2023"
115000,75.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
95000,80.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
133000,82.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
110000,82.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
81000,68.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
56000,68.0,3,secondary,"Tashkent, Yashnabad district","June 26, 2023"
62500,73.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
133000,80.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
91000,75.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
72000,75.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
71500,76.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
58000,76.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
70000,70.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
132000,83.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
120000,70.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
60500,68.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
131000,85.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
62000,65.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
71000,68.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
135000,75.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
70000,70.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
77000,68.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
73000,63.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
131000,72.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
76500,68.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
76000,68.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
110000,80.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
76500,78.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
87000,67.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
97000,90.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
127000,75.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
72000,70.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
66000,75.0,3,secondary,"Tashkent, Yashnabad district","June 26, 2023"
70000,72.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
61000,68.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
78000,70.0,3,secondary,"Tashkent, Yashnabad district","June 26, 2023"
87000,70.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
115000,85.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
87000,75.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
90000,73.0,3,secondary,"Tashkent, Shaikhantahur district","June 26, 2023"
92000,85.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
59999,70.0,3,secondary,"Tashkent, Yashnabad district","June 26, 2023"
148000,87.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
120000,88.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
56000,80.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
92000,70.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
56000,80.0,3,secondary,"Tashkent, Yashnabad district","June 26, 2023"
91500,67.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
72000,70.0,3,secondary,"Tashkent, Almazar district","June 26, 2023"
87000,65.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
108000,80.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
105000,75.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
74000,56.0,3,secondary,"Tashkent, Shaikhantahur district","June 26, 2023"
65000,65.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
68000,64.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
79000,70.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
111000,80.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
86000,100.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
111000,72.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
62500,90.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
76000,70.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
67000,71.0,3,secondary,"Tashkent, Almazar district","June 26, 2023"
67000,78.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
88500,72.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
92000,72.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
78000,54.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
136000,85.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
62900,65.0,3,secondary,"Tashkent, Yashnabad district","June 26, 2023"
89000,67.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
66800,79.0,3,secondary,"Tashkent, Sergeli district","June 26, 2023"
67000,75.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
76000,75.0,3,secondary,"Tashkent, Yashnabad district","June 26, 2023"
68000,75.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
110000,73.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
61000,65.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
95000,68.0,3,secondary,"Tashkent, Almazar district","June 26, 2023"
106000,75.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
86000,67.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
130000,75.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
79000,53.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
92000,90.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
96000,100.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
73000,68.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
105000,100.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
80000,52.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
74000,68.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
130000,85.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
86000,68.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
77000,70.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
75000,65.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
100000,72.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
64000,62.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
76000,70.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
77000,72.0,3,secondary,"Tashkent, Yashnabad district","June 26, 2023"
65000,67.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
117000,144.39,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
136000,81.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
67500,65.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
135000,100.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
107000,80.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
62000,70.0,3,secondary,"Tashkent, Almazar district","June 26, 2023"
63000,70.0,3,secondary,"Tashkent, Almazar district","June 26, 2023"
61000,70.0,3,secondary,"Tashkent, Almazar district","June 26, 2023"
90000,71.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
62000,68.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
76000,60.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
160000,87.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
95000,76.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
132000,72.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
73000,56.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
86000,67.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
57000,65.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
200000,110.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
130000,68.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
72000,68.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
82000,78.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
108000,72.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
134000,105.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
105000,90.0,3,secondary,"Tashkent, Shaikhantahur district","June 26, 2023"
105000,57.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
126000,87.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
63000,70.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
67000,70.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
95000,90.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
156000,80.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
60000,65.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
67500,75.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
92000,74.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
95000,71.0,3,secondary,"Tashkent, Shaikhantahur district","June 26, 2023"
76500,75.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
95000,72.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
140000,80.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
79000,73.0,3,secondary,"Tashkent, Shaikhantahur district","June 26, 2023"
126000,100.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
75000,85.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
55000,64.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
66000,68.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
77000,61.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
126000,83.0,3,secondary,"Tashkent, Almazar district","June 26, 2023"
67000,65.0,3,secondary,"Tashkent, Uchtepinsky district","June 26, 2023"
71000,67.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
72000,78.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
121000,70.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
112000,70.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
80000,70.0,3,secondary,"Tashkent, Almazar district","June 26, 2023"
111500,75.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
72000,63.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
77000,78.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
88000,75.0,3,secondary,"Tashkent, Almazar district","June 26, 2023"
80000,70.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
106000,72.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
69000,63.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
70000,65.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
141000,125.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
70000,72.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
141000,84.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
125000,80.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
80000,67.0,3,secondary,"Tashkent, Chilanzar district","June 25, 2023"
101000,82.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
96000,72.0,3,secondary,"Tashkent, Shaikhantahur district","June 26, 2023"
74000,67.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
73000,73.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
85000,74.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
76500,72.0,3,secondary,"Tashkent, Yashnabad district","June 26, 2023"
83000,70.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
66000,70.0,3,secondary,"Tashkent, Shaikhantahur district","June 26, 2023"
83000,75.0,3,secondary,"Tashkent, Yashnabad district","June 26, 2023"
112000,75.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
121000,80.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
71000,75.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
92400,68.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
69000,68.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
108000,70.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
110000,81.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
70500,74.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
82000,70.0,3,secondary,"Tashkent, Almazar district","June 26, 2023"
180000,110.0,3,secondary,"Tashkent, Yashnabad district","June 26, 2023"
58000,72.0,3,secondary,"Tashkent, Shaikhantahur district","June 26, 2023"
66500,67.0,3,secondary,"Tashkent, Yashnabad district","June 26, 2023"
72000,85.0,3,secondary,"Tashkent, Sergeli district","June 26, 2023"
150000,80.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
123500,80.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
94500,65.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
60000,67.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
49000,80.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
76000,74.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
77500,78.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
68000,74.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
101000,75.0,3,secondary,"Tashkent, Mirabad district","June 26, 2023"
66000,65.0,3,secondary,"Tashkent, Uchtepinsky district","June 26, 2023"
77000,77.0,3,secondary,"Tashkent, Yunusabad district","June 26, 2023"
92500,65.0,3,secondary,"Tashkent, Chilanzar district","June 26, 2023"
93000,80.0,3,secondary,"Tashkent, Yakkasarai district","June 26, 2023"
104000,72.0,3,secondary,"Tashkent, Mirzo-Ulugbek district","June 26, 2023"
130000,80.0,3,secondary,"Tashkent, Yashnabad district","June 26, 2023"
79000,73.0,3,secondary,"Tashkent, Almazar district","June 26, 2023"
