Price,Area,rooms,type,City_District,Date
84500,92.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
78800,86.0,4,secondary,"Tashkent, Shaikhantahur district","June 25, 2023"
95000,76.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
80000,92.0,4,secondary,"Tashkent, Yunusabad district","June 25, 2023"
80000,72.0,4,secondary,"Tashkent, Yakkasarai district","June 25, 2023"
65000,83.0,4,secondary,"Tashkent, Almazar district","June 25, 2023"
94500,84.0,4,secondary,"Tashkent, Yunusabad district","June 25, 2023"
85000,98.0,4,secondary,"Tashkent, Sergeli district","June 25, 2023"
113000,92.0,4,secondary,"Tashkent, Chilanzar district","June 25, 2023"
124000,118.0,4,secondary,"Tashkent, Chilanzar district","June 25, 2023"
82500,98.0,4,secondary,"Tashkent, Chilanzar district","June 25, 2023"
87000,95.0,4,secondary,"Tashkent, Almazar district","June 25, 2023"
63000,82.0,4,secondary,"Tashkent, Almazar district","June 25, 2023"
186000,95.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
96000,105.0,4,secondary,"Tashkent, Chilanzar district","June 25, 2023"
95000,92.0,4,secondary,"Tashkent, Yunusabad district","June 25, 2023"
91000,90.0,4,secondary,"Tashkent, Yunusabad district","June 25, 2023"
205000,165.0,4,secondary,"Tashkent, Mirabad district","June 25, 2023"
117000,90.0,4,secondary,"Tashkent, Yunusabad district","June 25, 2023"
77000,96.0,4,secondary,"Tashkent, Yunusabad district","June 25, 2023"
83000,91.0,4,secondary,"Tashkent, Yunusabad district","June 25, 2023"
160000,130.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
200000,176.0,4,secondary,"Tashkent, Mirabad district","June 25, 2023"
112000,90.0,4,secondary,"Tashkent, Chilanzar district","June 25, 2023"
77000,96.0,4,secondary,"Tashkent, Sergeli district","June 25, 2023"
61500,91.0,4,secondary,"Tashkent, Sergeli district","June 25, 2023"
67500,92.0,4,secondary,"Tashkent, Yunusabad district","June 25, 2023"
85500,92.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
81999,92.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
79000,78.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
76000,89.75,4,secondary,"Tashkent, Sergeli district","June 25, 2023"
72000,92.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
109900,92.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
72000,84.0,4,secondary,"Tashkent, Yunusabad district","June 25, 2023"
105000,103.0,4,secondary,"Tashkent, Yunusabad district","June 25, 2023"
100000,80.0,4,secondary,"Tashkent, Yunusabad district","June 25, 2023"
92000,110.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
72500,98.0,4,secondary,"Tashkent, Sergeli district","June 25, 2023"
95000,81.0,4,secondary,"Tashkent, Yunusabad district","June 25, 2023"
83000,96.0,4,secondary,"Tashkent, Uchtepinsky district","June 25, 2023"
67000,94.0,4,secondary,"Tashkent, Sergeli district","June 25, 2023"
130000,130.0,4,secondary,"Tashkent, Chilanzar district","June 25, 2023"
82000,100.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
125000,103.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
120000,90.0,4,secondary,"Tashkent, Shaikhantahur district","June 25, 2023"
66500,70.0,4,secondary,"Tashkent, Yunusabad district","June 25, 2023"
150000,100.0,4,secondary,"Tashkent, Chilanzar district","June 25, 2023"
69000,96.0,4,secondary,"Tashkent, Sergeli district","June 25, 2023"
75000,70.0,4,secondary,"Tashkent, Chilanzar district","June 25, 2023"
105000,80.0,4,secondary,"Tashkent, Chilanzar district","June 25, 2023"
133000,125.0,4,secondary,"Tashkent, Chilanzar district","June 25, 2023"
130000,100.0,4,secondary,"Tashkent, Shaikhantahur district","June 25, 2023"
130000,98.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
94000,80.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
80000,82.0,4,secondary,"Tashkent, Shaikhantahur district","June 25, 2023"
88000,100.0,4,secondary,"Tashkent, Chilanzar district","June 25, 2023"
100000,88.0,4,secondary,"Tashkent, Shaikhantahur district","June 25, 2023"
130000,90.0,4,secondary,"Tashkent, Yunusabad district","June 25, 2023"
101000,85.0,4,secondary,"Tashkent, Mirabad district","June 25, 2023"
93000,81.0,4,secondary,"Tashkent, Yunusabad district","June 25, 2023"
115000,133.0,4,secondary,"Tashkent, Chilanzar district","June 25, 2023"
85000,83.0,4,secondary,"Tashkent, Shaikhantahur district","June 25, 2023"
65000,50.0,4,secondary,"Tashkent, Chilanzar district","June 25, 2023"
113000,84.0,4,secondary,"Tashkent, Chilanzar district","June 25, 2023"
93000,100.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
83000,100.0,4,secondary,"Tashkent, Chilanzar district","June 25, 2023"
87000,84.0,4,secondary,"Tashkent, Chilanzar district","June 25, 2023"
110000,100.0,4,secondary,"Tashkent, Yashnabad district","June 25, 2023"
90000,92.0,4,secondary,"Tashkent, Yunusabad district","June 25, 2023"
83000,96.0,4,secondary,"Tashkent, Yunusabad district","June 25, 2023"
85000,108.0,4,secondary,"Tashkent, Sergeli district","June 25, 2023"
115000,130.0,4,secondary,"Tashkent, Shaikhantahur district","June 25, 2023"
105000,100.0,4,secondary,"Tashkent, Mirabad district","June 25, 2023"
120000,100.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
86000,112.0,4,secondary,"Tashkent, Sergeli district","June 25, 2023"
89000,86.38,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
121000,90.0,4,secondary,"Tashkent, Mirabad district","June 25, 2023"
95000,97.0,4,secondary,"Tashkent, Yashnabad district","June 25, 2023"
87000,99.0,4,secondary,"Tashkent, Yunusabad district","June 25, 2023"
125000,92.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
110000,77.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
67000,100.0,4,secondary,"Tashkent, Yashnabad district","June 25, 2023"
101000,95.0,4,secondary,"Tashkent, Mirabad district","June 25, 2023"
85000,115.0,4,secondary,"Tashkent, Yunusabad district","June 25, 2023"
105000,112.0,4,secondary,"Tashkent, Yashnabad district","June 25, 2023"
77000,92.0,4,secondary,"Tashkent, Sergeli district","June 25, 2023"
320000,164.0,4,secondary,"Tashkent, Mirabad district","June 25, 2023"
111000,115.0,4,secondary,"Tashkent, Yakkasarai district","June 25, 2023"
125000,86.0,4,secondary,"Tashkent, Mirabad district","June 25, 2023"
95000,68.0,4,secondary,"Tashkent, Chilanzar district","June 25, 2023"
330000,164.0,4,secondary,"Tashkent, Mirabad district","June 25, 2023"
91000,95.0,4,secondary,"Tashkent, Shaikhantahur district","June 25, 2023"
150000,100.0,4,secondary,"Tashkent, Almazar district","June 25, 2023"
88000,100.0,4,secondary,"Tashkent, Shaikhantahur district","June 25, 2023"
116000,93.0,4,secondary,"Tashkent, Shaikhantahur district","June 25, 2023"
88000,85.0,4,secondary,"Tashkent, Almazar district","June 25, 2023"
68000,92.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
115000,140.0,4,secondary,"Tashkent, Uchtepinsky district","June 25, 2023"
83000,97.0,4,secondary,"Tashkent, Sergeli district","June 25, 2023"
148000,100.0,4,secondary,"Tashkent, Yunusabad district","June 25, 2023"
115000,95.0,4,secondary,"Tashkent, Yashnabad district","June 25, 2023"
185000,95.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
110000,110.0,4,secondary,"Tashkent, Yunusabad district","June 25, 2023"
175000,120.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
74000,80.0,4,secondary,"Tashkent, Chilanzar district","June 25, 2023"
79000,85.0,4,secondary,"Tashkent, Almazar district","June 25, 2023"
85000,94.0,4,secondary,"Tashkent, Yunusabad district","June 25, 2023"
84000,80.0,4,secondary,"Tashkent, Uchtepinsky district","June 25, 2023"
86000,90.0,4,secondary,"Tashkent, Chilanzar district","June 25, 2023"
82500,90.0,4,secondary,"Tashkent, Yunusabad district","June 25, 2023"
110150,105.0,4,secondary,"Tashkent, Shaikhantahur district","June 25, 2023"
89000,96.0,4,secondary,"Tashkent, Shaikhantahur district","June 25, 2023"
85000,75.0,4,secondary,"Tashkent, Yunusabad district","June 25, 2023"
120000,90.0,4,secondary,"Tashkent, Yakkasarai district","June 25, 2023"
72500,92.0,4,secondary,"Tashkent, Yashnabad district","June 25, 2023"
118000,80.0,4,secondary,"Tashkent, Yunusabad district","June 25, 2023"
75000,75.0,4,secondary,"Tashkent, Chilanzar district","June 25, 2023"
73000,96.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
78000,80.0,4,secondary,"Tashkent, Sergeli district","June 25, 2023"
92000,96.0,4,secondary,"Tashkent, Yashnabad district","June 25, 2023"
74000,700.0,4,secondary,"Tashkent, Bektemir district","June 25, 2023"
68000,92.0,4,secondary,"Tashkent, Yunusabad district","June 25, 2023"
69000,92.0,4,secondary,"Tashkent, Yashnabad district","June 25, 2023"
179000,100.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
63000,90.0,4,secondary,"Tashkent, Sergeli district","June 25, 2023"
75000,85.0,4,secondary,"Tashkent, Almazar district","June 25, 2023"
90000,68.0,4,secondary,"Tashkent, Chilanzar district","June 25, 2023"
85000,120.0,4,secondary,"Tashkent, Yunusabad district","June 25, 2023"
100000,117.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
89000,105.0,4,secondary,"Tashkent, Yakkasarai district","June 25, 2023"
76000,91.0,4,secondary,"Tashkent, Yunusabad district","June 25, 2023"
130000,116.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
157000,92.0,4,secondary,"Tashkent, Yunusabad district","June 25, 2023"
168000,110.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
107000,96.0,4,secondary,"Tashkent, Chilanzar district","June 25, 2023"
128000,130.0,4,secondary,"Tashkent, Chilanzar district","June 25, 2023"
130000,100.0,4,secondary,"Tashkent, Mirabad district","June 25, 2023"
60000,95.0,4,secondary,"Tashkent, Sergeli district","June 25, 2023"
78000,85.0,4,secondary,"Tashkent, Shaikhantahur district","June 25, 2023"
81500,92.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
63999,65.0,4,secondary,"Tashkent, Chilanzar district","June 25, 2023"
119900,133.0,4,secondary,"Tashkent, Almazar district","June 25, 2023"
88000,100.0,4,secondary,"Tashkent, Sergeli district","June 25, 2023"
120000,100.0,4,secondary,"Tashkent, Shaikhantahur district","June 25, 2023"
94000,86.0,4,secondary,"Tashkent, Sergeli district","June 25, 2023"
87000,100.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 24, 2023"
115000,95.0,4,secondary,"Tashkent, Yunusabad district","June 24, 2023"
95000,96.0,4,secondary,"Tashkent, Yunusabad district","June 24, 2023"
106000,98.0,4,secondary,"Tashkent, Yunusabad district","June 24, 2023"
77500,95.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 24, 2023"
125000,120.0,4,secondary,"Tashkent, Chilanzar district","June 24, 2023"
225000,130.0,4,secondary,"Tashkent, Yakkasarai district","June 24, 2023"
73000,91.0,4,secondary,"Tashkent, Yashnabad district","June 24, 2023"
145000,100.0,4,secondary,"Tashkent, Shaikhantahur district","June 24, 2023"
130000,120.0,4,secondary,"Tashkent, Shaikhantahur district","June 24, 2023"
83000,81.0,4,secondary,"Tashkent, Chilanzar district","June 24, 2023"
73000,92.2,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 24, 2023"
95000,95.0,4,secondary,"Tashkent, Yashnabad district","June 24, 2023"
86500,92.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 24, 2023"
72000,90.0,4,secondary,"Tashkent, Chilanzar district","June 24, 2023"
85000,100.0,4,secondary,"Tashkent, Yunusabad district","June 24, 2023"
159999,102.0,4,secondary,"Tashkent, Yakkasarai district","June 24, 2023"
158000,110.0,4,secondary,"Tashkent, Yunusabad district","June 24, 2023"
97000,100.0,4,secondary,"Tashkent, Almazar district","June 24, 2023"
115000,90.0,4,secondary,"Tashkent, Chilanzar district","June 24, 2023"
70000,87.2,4,secondary,"Tashkent, Yunusabad district","June 24, 2023"
132000,140.0,4,secondary,"Tashkent, Chilanzar district","June 24, 2023"
122000,120.0,4,secondary,"Tashkent, Mirabad district","June 24, 2023"
97000,90.0,4,secondary,"Tashkent, Yunusabad district","June 24, 2023"
95000,70.0,4,secondary,"Tashkent, Chilanzar district","June 24, 2023"
89000,96.0,4,secondary,"Tashkent, Sergeli district","June 24, 2023"
124000,120.0,4,secondary,"Tashkent, Yunusabad district","June 24, 2023"
250000,134.0,4,secondary,"Tashkent, Yunusabad district","June 24, 2023"
106000,96.0,4,secondary,"Tashkent, Almazar district","June 24, 2023"
80000,98.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 24, 2023"
95000,118.0,4,secondary,"Tashkent, Yashnabad district","June 24, 2023"
76500,72.0,4,secondary,"Tashkent, Chilanzar district","June 24, 2023"
72000,65.0,4,secondary,"Tashkent, Chilanzar district","June 24, 2023"
83500,78.0,4,secondary,"Tashkent, Chilanzar district","June 24, 2023"
125000,110.0,4,secondary,"Tashkent, Yakkasarai district","June 24, 2023"
110000,93.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 24, 2023"
260000,105.0,4,secondary,"Tashkent, Mirabad district","June 24, 2023"
295000,150.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 24, 2023"
75000,80.0,4,secondary,"Tashkent, Chilanzar district","June 24, 2023"
100000,100.0,4,secondary,"Tashkent, Yakkasarai district","June 24, 2023"
140000,100.0,4,secondary,"Tashkent, Mirabad district","June 24, 2023"
100000,86.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 24, 2023"
102000,90.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 24, 2023"
123000,125.0,4,secondary,"Tashkent, Yakkasarai district","June 24, 2023"
126000,100.0,4,secondary,"Tashkent, Mirabad district","June 24, 2023"
148000,100.0,4,secondary,"Tashkent, Yakkasarai district","June 24, 2023"
135000,188.0,4,secondary,"Tashkent, Yunusabad district","June 24, 2023"
95000,90.0,4,secondary,"Tashkent, Yakkasarai district","June 24, 2023"
95000,76.0,4,secondary,"Tashkent, Chilanzar district","June 24, 2023"
80000,92.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 24, 2023"
123000,68.0,4,secondary,"Tashkent, Chilanzar district","June 24, 2023"
67000,80.0,4,secondary,"Tashkent, Mirabad district","June 24, 2023"
130000,92.0,4,secondary,"Tashkent, Yunusabad district","June 24, 2023"
108000,95.0,4,secondary,"Tashkent, Chilanzar district","June 24, 2023"
170000,84.0,4,secondary,"Tashkent, Mirabad district","June 24, 2023"
210000,140.0,4,secondary,"Tashkent, Mirabad district","June 24, 2023"
285000,75.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 24, 2023"
101000,90.0,4,secondary,"Tashkent, Yunusabad district","June 24, 2023"
93000,98.0,4,secondary,"Tashkent, Chilanzar district","June 24, 2023"
105000,100.0,4,secondary,"Tashkent, Shaikhantahur district","June 24, 2023"
90000,90.45,4,secondary,"Tashkent, Sergeli district","June 24, 2023"
88000,78.0,4,secondary,"Tashkent, Chilanzar district","June 24, 2023"
76500,80.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 24, 2023"
158000,111.0,4,secondary,"Tashkent, Mirabad district","June 24, 2023"
140000,95.0,4,secondary,"Tashkent, Yunusabad district","June 24, 2023"
78000,111.0,4,secondary,"Tashkent, Mirabad district","June 24, 2023"
350000,203.0,4,secondary,"Tashkent, Mirabad district","June 24, 2023"
80000,80.0,4,secondary,"Tashkent, Yashnabad district","June 24, 2023"
130000,95.0,4,secondary,"Tashkent, Mirabad district","June 24, 2023"
92000,76.0,4,secondary,"Tashkent, Mirzo-Ulugbek district","June 24, 2023"
74340,95.0,4,secondary,"Tashkent, Almazar district","June 24, 2023"
98000,100.0,4,secondary,"Tashkent, Yunusabad district","June 24, 2023"
83000,76.0,4,secondary,"Tashkent, Chilanzar district","June 24, 2023"
120000,100.0,4,secondary,"Tashkent, Yunusabad district","June 24, 2023"
90000,75.0,4,secondary,"Tashkent, Yunusabad district","June 24, 2023"
Price,Area,rooms,type,City_District,Date
73500,97.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
188400,157.0,5,secondary,"Tashkent, Mirabad district","June 22, 2023"
69000,98.0,5,secondary,"Tashkent, Shaikhantahur district","June 24, 2023"
105000,109.0,5,secondary,"Tashkent, Yakkasarai district","June 25, 2023"
87000,97.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
142000,140.0,5,secondary,"Tashkent, Almazar district","June 23, 2023"
162000,120.0,5,secondary,"Tashkent, Chilanzar district","June 25, 2023"
130000,105.0,5,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
95000,97.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
136000,115.0,5,secondary,"Tashkent, Mirabad district","June 25, 2023"
95000,105.0,5,secondary,"Tashkent, Almazar district","June 25, 2023"
151000,138.0,5,secondary,"Tashkent, Mirabad district","June 25, 2023"
105000,110.58,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
110000,105.0,5,secondary,"Tashkent, Shaikhantahur district","June 25, 2023"
160000,200.0,5,secondary,"Tashkent, Almazar district","June 25, 2023"
112000,108.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
90000,87.0,5,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
125000,110.0,5,secondary,"Tashkent, Chilanzar district","June 25, 2023"
140000,142.0,5,secondary,"Tashkent, Sergeli district","June 25, 2023"
140000,110.0,5,secondary,"Tashkent, Mirabad district","June 25, 2023"
145000,100.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
145000,100.0,5,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
175000,155.0,5,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
85000,100.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
140000,115.0,5,secondary,"Tashkent, Mirabad district","June 25, 2023"
150000,135.0,5,secondary,"Tashkent, Shaikhantahur district","June 25, 2023"
120000,125.0,5,secondary,"Tashkent, Almazar district","June 25, 2023"
120000,110.0,5,secondary,"Tashkent, Shaikhantahur district","June 25, 2023"
97000,110.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
93000,110.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
208000,130.0,5,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
110000,110.0,5,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
83000,120.0,5,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
115000,140.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
295000,130.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
240000,160.0,5,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
100000,112.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
117000,110.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
85000,110.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
85000,95.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
135000,110.0,5,secondary,"Tashkent, Shaikhantahur district","June 25, 2023"
280000,200.0,5,secondary,"Tashkent, Mirabad district","June 25, 2023"
113000,102.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
80000,125.0,5,secondary,"Tashkent, Sergeli district","June 25, 2023"
130000,140.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
108000,135.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
68000,120.0,5,secondary,"Tashkent, Sergeli district","June 25, 2023"
105000,100.0,5,secondary,"Tashkent, Chilanzar district","June 25, 2023"
92000,130.0,5,secondary,"Tashkent, Sergeli district","June 25, 2023"
79500,108.0,5,secondary,"Tashkent, Sergeli district","June 25, 2023"
88000,120.0,5,secondary,"Tashkent, Yashnabad district","June 25, 2023"
136000,110.0,5,secondary,"Tashkent, Mirabad district","June 25, 2023"
140000,150.0,5,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
125000,110.0,5,secondary,"Tashkent, Mirabad district","June 25, 2023"
87500,110.0,5,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
72000,107.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
135000,110.0,5,secondary,"Tashkent, Mirabad district","June 25, 2023"
125000,115.0,5,secondary,"Tashkent, Shaikhantahur district","June 25, 2023"
110000,150.0,5,secondary,"Tashkent, Chilanzar district","June 25, 2023"
130000,110.0,5,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
130000,112.0,5,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
129000,130.0,5,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
98000,98.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
125000,113.0,5,secondary,"Tashkent, Yakkasarai district","June 25, 2023"
98000,110.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
98000,130.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
185000,190.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
130000,130.0,5,secondary,"Tashkent, Chilanzar district","June 25, 2023"
110000,110.0,5,secondary,"Tashkent, Almazar district","June 25, 2023"
210000,130.0,5,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
180000,165.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
280000,203.0,5,secondary,"Tashkent, Mirabad district","June 25, 2023"
110000,100.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
91000,118.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
97000,120.0,5,secondary,"Tashkent, Yashnabad district","June 25, 2023"
130000,113.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
105000,110.0,5,secondary,"Tashkent, Yashnabad district","June 25, 2023"
77500,92.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
130000,110.0,5,secondary,"Tashkent, Shaikhantahur district","June 25, 2023"
118000,130.0,5,secondary,"Tashkent, Sergeli district","June 25, 2023"
80000,100.0,5,secondary,"Tashkent, Sergeli district","June 25, 2023"
140000,97.0,5,secondary,"Tashkent, Almazar district","June 25, 2023"
230000,183.0,5,secondary,"Tashkent, Mirabad district","June 25, 2023"
106000,110.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
75000,112.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
94999,110.0,5,secondary,"Tashkent, Yunusabad district","June 25, 2023"
110000,108.0,5,secondary,"Tashkent, Yakkasarai district","June 25, 2023"
75000,120.0,5,secondary,"Tashkent, Sergeli district","June 25, 2023"
147000,130.0,5,secondary,"Tashkent, Mirzo-Ulugbek district","June 25, 2023"
105000,100.0,5,secondary,"Tashkent, Yunusabad district","June 24, 2023"
92000,110.0,5,secondary,"Tashkent, Yashnabad district","June 24, 2023"
120000,115.0,5,secondary,"Tashkent, Yakkasarai district","June 24, 2023"
150000,140.0,5,secondary,"Tashkent, Almazar district","June 24, 2023"
152000,200.0,5,secondary,"Tashkent, Almazar district","June 24, 2023"
103000,107.0,5,secondary,"Tashkent, Sergeli district","June 24, 2023"
99000,125.0,5,secondary,"Tashkent, Sergeli district","June 24, 2023"
149000,120.0,5,secondary,"Tashkent, Yakkasarai district","June 24, 2023"
89000,110.0,5,secondary,"Tashkent, Yunusabad district","June 24, 2023"
95000,90.0,5,secondary,"Tashkent, Mirzo-Ulugbek district","June 24, 2023"
202000,175.0,5,secondary,"Tashkent, Mirabad district","June 24, 2023"
210000,150.0,5,secondary,"Tashkent, Mirabad district","June 24, 2023"
120000,110.0,5,secondary,"Tashkent, Mirzo-Ulugbek district","June 24, 2023"
85000,115.0,5,secondary,"Tashkent, Chilanzar district","June 24, 2023"
106000,100.0,5,secondary,"Tashkent, Almazar district","June 24, 2023"
190000,110.0,5,secondary,"Tashkent, Mirabad district","June 24, 2023"
90000,97.0,5,secondary,"Tashkent, Almazar district","June 24, 2023"
130000,130.0,5,secondary,"Tashkent, Sergeli district","June 24, 2023"
180000,120.0,5,secondary,"Tashkent, Shaikhantahur district","June 24, 2023"
99000,112.0,5,secondary,"Tashkent, Yunusabad district","June 24, 2023"
125000,100.0,5,secondary,"Tashkent, Shaikhantahur district","June 24, 2023"
225000,130.0,5,secondary,"Tashkent, Mirabad district","June 24, 2023"
90000,110.0,5,secondary,"Tashkent, Shaikhantahur district","June 24, 2023"
191000,150.0,5,secondary,"Tashkent, Mirzo-Ulugbek district","June 24, 2023"
88000,125.0,5,secondary,"Tashkent, Yashnabad district","June 24, 2023"
117000,100.0,5,secondary,"Tashkent, Yunusabad district","June 24, 2023"
105000,96.0,5,secondary,"Tashkent, Shaikhantahur district","June 24, 2023"
230000,220.0,5,secondary,"Tashkent, Shaikhantahur district","June 24, 2023"
93000,110.0,5,secondary,"Tashkent, Chilanzar district","June 24, 2023"
105000,145.0,5,secondary,"Tashkent, Sergeli district","June 24, 2023"
160000,130.0,5,secondary,"Tashkent, Shaikhantahur district","June 24, 2023"
195000,130.0,5,secondary,"Tashkent, Chilanzar district","June 24, 2023"
91000,100.0,5,secondary,"Tashkent, Yunusabad district","June 24, 2023"
90000,120.0,5,secondary,"Tashkent, Yunusabad district","June 24, 2023"
125000,120.0,5,secondary,"Tashkent, Yunusabad district","June 24, 2023"
123000,96.94,5,secondary,"Tashkent, Almazar district","June 24, 2023"
125000,110.0,5,secondary,"Tashkent, Mirzo-Ulugbek district","June 24, 2023"
130000,153.0,5,secondary,"Tashkent, Shaikhantahur district","June 24, 2023"
115000,108.0,5,secondary,"Tashkent, Yunusabad district","June 24, 2023"
111000,135.0,5,secondary,"Tashkent, Mirzo-Ulugbek district","June 24, 2023"
258000,374.0,5,secondary,"Tashkent, Yakkasarai district","June 24, 2023"
130000,113.0,5,secondary,"Tashkent, Mirzo-Ulugbek district","June 24, 2023"
145000,155.0,5,secondary,"Tashkent, Chilanzar district","June 24, 2023"
74500,91.0,5,secondary,"Tashkent, Mirzo-Ulugbek district","June 24, 2023"
175000,150.0,5,secondary,"Tashkent, Mirzo-Ulugbek district","June 24, 2023"
115000,97.0,5,secondary,"Tashkent, Shaikhantahur district","June 24, 2023"
100000,130.0,5,secondary,"Tashkent, Sergeli district","June 24, 2023"
105000,115.0,5,secondary,"Tashkent, Chilanzar district","June 24, 2023"
125000,103.0,5,secondary,"Tashkent, Mirzo-Ulugbek district","June 24, 2023"
98000,120.0,5,secondary,"Tashkent, Yunusabad district","June 24, 2023"
130000,118.0,5,secondary,"Tashkent, Yunusabad district","June 24, 2023"
93000,108.0,5,secondary,"Tashkent, Shaikhantahur district","June 24, 2023"
76000,108.0,5,secondary,"Tashkent, Sergeli district","June 24, 2023"
280000,220.0,5,secondary,"Tashkent, Mirabad district","June 24, 2023"
200000,200.0,5,secondary,"Tashkent, Yunusabad district","June 24, 2023"
83000,100.0,5,secondary,"Tashkent, Shaikhantahur district","June 24, 2023"
135000,128.0,5,secondary,"Tashkent, Chilanzar district","June 24, 2023"
124000,105.0,5,secondary,"Tashkent, Yakkasarai district","June 24, 2023"
